Ημερομηνία,Διυλιστήριο,Τιμή
07/05/2025,Galatsi,332885
07/05/2025,Menidi,560337
07/05/2025,Kiourka,144250
08/05/2025,Aspropirgos,100280
08/05/2025,Galatsi,334370
08/05/2025,Kiourka,145177
08/05/2025,Menidi,562971
09/05/2025,Aspropirgos,96340
09/05/2025,Galatsi,335201
09/05/2025,Kiourka,146793
09/05/2025,Menidi,569397
10/05/2025,Aspropirgos,98210
10/05/2025,Galatsi,340524
10/05/2025,Kiourka,148621
10/05/2025,Kiourka,148621
10/05/2025,Menidi,572508
11/05/2025,Aspropirgos,95690
11/05/2025,Galatsi,331966
11/05/2025,Kiourka,148483
11/05/2025,Menidi,566493
12/05/2025,Aspropirgos,97470
12/05/2025,Galatsi,323130
12/05/2025,Kiourka,146387
12/05/2025,Menidi,555861
13/05/2025,Aspropirgos,93740
13/05/2025,Galatsi,324822
13/05/2025,Kiourka,142466
13/05/2025,Menidi,524999
14/05/2025,Aspropirgos,92980
14/05/2025,Galatsi,326324
14/05/2025,Kiourka,143822
14/05/2025,Menidi,538166
15/05/2025,Aspropirgos,93650
15/05/2025,Galatsi,330011
15/05/2025,Kiourka,142919
15/05/2025,Menidi,541040
16/05/2025,Aspropirgos,92640
16/05/2025,Galatsi,321576
16/05/2025,Kiourka,140470
16/05/2025,Menidi,521720
17/05/2025,Aspropirgos,96210
17/05/2025,Galatsi,338272
17/05/2025,Kiourka,149717
17/05/2025,Menidi,572119
18/05/2025,Aspropirgos,96850
18/05/2025,Galatsi,332081
18/05/2025,Kiourka,149532
18/05/2025,Menidi,560908
19/05/2025,Aspropirgos,99060
19/05/2025,Galatsi,338684
19/05/2025,Kiourka,147632
19/05/2025,Menidi,568003
20/05/2025,Aspropirgos,98390
20/05/2025,Galatsi,334390
20/05/2025,Kiourka,147865
20/05/2025,Menidi,581621
21/05/2025,Aspropirgos,100280
21/05/2025,Galatsi,335354
21/05/2025,Kiourka,150654
21/05/2025,Menidi,571050
22/05/2025,Aspropirgos,99670
22/05/2025,Galatsi,331557
22/05/2025,Kiourka,147440
22/05/2025,Menidi,574805
23/05/2025,Aspropirgos,99100
23/05/2025,Galatsi,333613
23/05/2025,Kiourka,150484
23/05/2025,Menidi,581625
24/05/2025,Aspropirgos,108350
24/05/2025,Galatsi,337002
24/05/2025,Kiourka,157820
24/05/2025,Menidi,580217
25/05/2025,Aspropirgos,104260
25/05/2025,Galatsi,317005
25/05/2025,Kiourka,143989
25/05/2025,Menidi,531595
26/05/2025,Aspropirgos,104980
26/05/2025,Galatsi,327852
26/05/2025,Kiourka,122529
26/05/2025,Menidi,566180
27/05/2025,Aspropirgos,108980
27/05/2025,Galatsi,319984
27/05/2025,Kiourka,119023
27/05/2025,Menidi,568997
27/05/2025,Galatsi,319984
28/05/2025,Aspropirgos,105320
28/05/2025,Galatsi,329617
28/05/2025,Kiourka,128774
28/05/2025,Menidi,554516
29/05/2025,Aspropirgos,103840
29/05/2025,Galatsi,331351
29/05/2025,Kiourka,120786
29/05/2025,Menidi,570255
30/05/2025,Aspropirgos,102530
30/05/2025,Galatsi,328789
30/05/2025,Kiourka,133390
30/05/2025,Menidi,552104
31/05/2025,Galatsi,330718
31/05/2025,Aspropirgos,106290
31/05/2025,Kiourka,127866
31/05/2025,Menidi,588995
01/06/2025,Aspropirgos,108780
01/06/2025,Galatsi,331520
01/06/2025,Kiourka,131001
01/06/2025,Menidi,587252
02/06/2025,Aspropirgos,111460
02/06/2025,Galatsi,334350
02/06/2025,Kiourka,128623
02/06/2025,Menidi,597869
03/06/2025,Aspropirgos,112810
03/06/2025,Galatsi,338784
03/06/2025,Kiourka,131900
03/06/2025,Menidi,599972
04/06/2025,Aspropirgos,114160
04/06/2025,Galatsi,336999
04/06/2025,Kiourka,131500
04/06/2025,Menidi,614219
05/06/2025,Aspropirgos,112880
05/06/2025,Galatsi,344409
05/06/2025,Kiourka,133176
05/06/2025,Menidi,624677
06/06/2025,Aspropirgos,115650
06/06/2025,Galatsi,342371
06/06/2025,Kiourka,154192
06/06/2025,Menidi,604635
07/06/2025,Aspropirgos,117190
07/06/2025,Galatsi,337415
07/06/2025,Kiourka,145888
07/06/2025,Menidi,611409
08/06/2025,Aspropirgos,115330
08/06/2025,Galatsi,322345
08/06/2025,Kiourka,145826
08/06/2025,Menidi,592398
09/06/2025,Aspropirgos,116110
09/06/2025,Galatsi,327944
09/06/2025,Kiourka,144764
09/06/2025,Menidi,602378
10/06/2025,Aspropirgos,116200
10/06/2025,Galatsi,344330
10/06/2025,Kiourka,137035
10/06/2025,Menidi,625496
11/06/2025,Aspropirgos,118780
11/06/2025,Galatsi,340493
11/06/2025,Kiourka,143970
11/06/2025,Menidi,628232
12/06/2025,Aspropirgos,121370
12/06/2025,Galatsi,342475
12/06/2025,Kiourka,144561
12/06/2025,Menidi,627711
13/06/2025,Aspropirgos,121070
13/06/2025,Galatsi,345130
13/06/2025,Kiourka,144069
13/06/2025,Menidi,635149
14/06/2025,Aspropirgos,122830
14/06/2025,Galatsi,341987
14/06/2025,Kiourka,147921
14/06/2025,Menidi,627025
15/06/2025,Aspropirgos,119410
15/06/2025,Galatsi,334796
15/06/2025,Kiourka,148918
15/06/2025,Menidi,613767
16/06/2025,Aspropirgos,119150
16/06/2025,Galatsi,341174
16/06/2025,Kiourka,139742
16/06/2025,Menidi,624688
17/06/2025,Aspropirgos,119310
17/06/2025,Galatsi,328612
17/06/2025,Kiourka,144445
17/06/2025,Menidi,623118
18/06/2025,Aspropirgos,122190
18/06/2025,Galatsi,358995
18/06/2025,Kiourka,146959
18/06/2025,Menidi,631057
19/06/2025,Aspropirgos,120600
19/06/2025,Galatsi,343264
19/06/2025,Kiourka,144998
19/06/2025,Menidi,637626
20/06/2025,Aspropirgos,118340
20/06/2025,Galatsi,346735
20/06/2025,Kiourka,152555
20/06/2025,Menidi,635783
21/06/2025,Aspropirgos,114060
21/06/2025,Galatsi,337934
21/06/2025,Kiourka,147900
21/06/2025,Menidi,616179
22/06/2025,Aspropirgos,109210
22/06/2025,Galatsi,314144
22/06/2025,Kiourka,145468
22/06/2025,Menidi,596802
23/06/2025,Aspropirgos,115320
23/06/2025,Galatsi,350410
23/06/2025,Kiourka,148077
23/06/2025,Menidi,625632
24/06/2025,Aspropirgos,117410
24/06/2025,Galatsi,343806
24/06/2025,Kiourka,155246
24/06/2025,Menidi,628529
25/06/2025,Aspropirgos,117680
25/06/2025,Galatsi,345185
25/06/2025,Kiourka,158968
25/06/2025,Menidi,636413
26/06/2025,Aspropirgos,121090
26/06/2025,Galatsi,344179
26/06/2025,Kiourka,160920
26/06/2025,Menidi,642218
27/06/2025,Aspropirgos,126440
27/06/2025,Galatsi,339813
27/06/2025,Kiourka,161902
27/06/2025,Menidi,647382
28/06/2025,Aspropirgos,123200
28/06/2025,Galatsi,342684
28/06/2025,Kiourka,172399
28/06/2025,Menidi,645509
29/06/2025,Aspropirgos,115930
29/06/2025,Galatsi,330785
29/06/2025,Kiourka,158141
29/06/2025,Menidi,622260
30/06/2025,Aspropirgos,115420
30/06/2025,Galatsi,341058
30/06/2025,Kiourka,154217
30/06/2025,Menidi,635665
01/07/2025,Aspropirgos,116070
01/07/2025,Galatsi,342271
01/07/2025,Kiourka,165510
01/07/2025,Menidi,646096
02/07/2025,Aspropirgos,116550
02/07/2025,Galatsi,327868
02/07/2025,Kiourka,165436
02/07/2025,Menidi,652480
03/07/2025,Aspropirgos,117900
03/07/2025,Galatsi,351094
03/07/2025,Kiourka,165017
03/07/2025,Menidi,645142
04/07/2025,Aspropirgos,119010
04/07/2025,Galatsi,347941
04/07/2025,Kiourka,166235
04/07/2025,Menidi,643004
05/07/2025,Aspropirgos,117860
05/07/2025,Galatsi,335999
05/07/2025,Kiourka,172456
05/07/2025,Menidi,641636
06/07/2025,Aspropirgos,118610
06/07/2025,Galatsi,329208
06/07/2025,Kiourka,171490
06/07/2025,Menidi,629743
07/07/2025,Aspropirgos,118590
07/07/2025,Galatsi,328257
07/07/2025,Kiourka,174392
07/07/2025,Menidi,645595
08/07/2025,Aspropirgos,121090
08/07/2025,Galatsi,356360
08/07/2025,Kiourka,176303
08/07/2025,Menidi,650684
09/07/2025,Aspropirgos,120700
09/07/2025,Galatsi,350473
09/07/2025,Kiourka,182571
09/07/2025,Menidi,650705
10/07/2025,Aspropirgos,116160
10/07/2025,Galatsi,333034
10/07/2025,Kiourka,180500
10/07/2025,Menidi,632906
11/07/2025,Aspropirgos,118210
11/07/2025,Galatsi,335292
11/07/2025,Kiourka,179980
11/07/2025,Menidi,631027
12/07/2025,Aspropirgos,118760
12/07/2025,Galatsi,317023
12/07/2025,Kiourka,162705
12/07/2025,Menidi,629875
13/07/2025,Aspropirgos,117980
13/07/2025,Galatsi,334742
13/07/2025,Kiourka,167622
13/07/2025,Menidi,624124
14/07/2025,Aspropirgos,121030
14/07/2025,Galatsi,331410
14/07/2025,Kiourka,168649
14/07/2025,Menidi,641212
15/07/2025,Aspropirgos,116960
15/07/2025,Galatsi,322091
15/07/2025,Kiourka,169397
15/07/2025,Menidi,642102
16/07/2025,Aspropirgos,123190
16/07/2025,Galatsi,353861
16/07/2025,Kiourka,171068
16/07/2025,Menidi,652637
17/07/2025,Aspropirgos,120370
17/07/2025,Galatsi,335744
17/07/2025,Kiourka,172605
17/07/2025,Menidi,649888
18/07/2025,Aspropirgos,119270
18/07/2025,Galatsi,336950
18/07/2025,Kiourka,173847
18/07/2025,Menidi,648072
19/07/2025,Aspropirgos,117890
19/07/2025,Galatsi,331257
19/07/2025,Kiourka,172516
19/07/2025,Menidi,637003
20/07/2025,Aspropirgos,117180
20/07/2025,Galatsi,304354
20/07/2025,Kiourka,165492
20/07/2025,Menidi,621023
21/07/2025,Aspropirgos,119620
21/07/2025,Galatsi,342531
21/07/2025,Kiourka,170161
21/07/2025,Menidi,642991
22/07/2025,Aspropirgos,121300
22/07/2025,Galatsi,333060
22/07/2025,Kiourka,173864
22/07/2025,Menidi,641721
23/07/2025,Aspropirgos,119910
23/07/2025,Galatsi,334147
23/07/2025,Kiourka,174972
23/07/2025,Menidi,648306
24/07/2025,Aspropirgos,120870
24/07/2025,Galatsi,332544
24/07/2025,Kiourka,171803
24/07/2025,Menidi,645543
25/07/2025,Aspropirgos,122619
25/07/2025,Galatsi,337177
25/07/2025,Kiourka,176228
25/07/2025,Menidi,650716
26/07/2025,Aspropirgos,122240
26/07/2025,Galatsi,326138
26/07/2025,Kiourka,176167
26/07/2025,Menidi,636963
27/07/2025,Aspropirgos,121850
27/07/2025,Galatsi,321259
27/07/2025,Kiourka,176126
27/07/2025,Menidi,630794
28/07/2025,Aspropirgos,117910
28/07/2025,Galatsi,331859
28/07/2025,Kiourka,174771
28/07/2025,Menidi,647356
29/07/2025,Aspropirgos,117910
29/07/2025,Galatsi,331001
29/07/2025,Kiourka,170931
29/07/2025,Menidi,643100
30/07/2025,Aspropirgos,119120
30/07/2025,Galatsi,327901
30/07/2025,Kiourka,172701
30/07/2025,Menidi,647456
31/07/2025,Aspropirgos,119440
31/07/2025,Galatsi,328923
31/07/2025,Kiourka,162932
31/07/2025,Menidi,625238
01/08/2025,Aspropirgos,116640
01/08/2025,Galatsi,319386
01/08/2025,Kiourka,162863
01/08/2025,Menidi,602235
02/08/2025,Aspropirgos,118660
02/08/2025,Galatsi,326427
02/08/2025,Kiourka,160227
02/08/2025,Menidi,610880
03/08/2025,Aspropirgos,120110
03/08/2025,Galatsi,307512
03/08/2025,Kiourka,159855
03/08/2025,Menidi,595195
04/08/2025,Aspropirgos,120890
04/08/2025,Galatsi,318385
04/08/2025,Kiourka,167368
04/08/2025,Menidi,601634
05/08/2025,Aspropirgos,118100
05/08/2025,Galatsi,313539
05/08/2025,Kiourka,159538
05/08/2025,Menidi,594932
06/08/2025,Aspropirgos,119460
06/08/2025,Galatsi,307827
06/08/2025,Kiourka,160521
06/08/2025,Menidi,590597
07/08/2025,Aspropirgos,120380
07/08/2025,Galatsi,299509
07/08/2025,Kiourka,156563
07/08/2025,Menidi,590819
08/08/2025,Aspropirgos,118790
08/08/2025,Galatsi,326607
08/08/2025,Kiourka,162757
08/08/2025,Menidi,595323
09/08/2025,Aspropirgos,118680
09/08/2025,Galatsi,302497
09/08/2025,Kiourka,163068
09/08/2025,Menidi,585122
10/08/2025,Aspropirgos,119420
10/08/2025,Galatsi,290209
10/08/2025,Kiourka,162519
10/08/2025,Menidi,567646
11/08/2025,Aspropirgos,120970
11/08/2025,Galatsi,289525
11/08/2025,Kiourka,161367
11/08/2025,Menidi,583853
12/08/2025,Aspropirgos,117880
12/08/2025,Galatsi,287559
12/08/2025,Kiourka,160858
12/08/2025,Menidi,578773
13/08/2025,Aspropirgos,120380
13/08/2025,Galatsi,283040
13/08/2025,Kiourka,161772
13/08/2025,Menidi,572017
14/08/2025,Aspropirgos,118720
14/08/2025,Galatsi,276247
14/08/2025,Kiourka,159639
14/08/2025,Menidi,565856
15/08/2025,Aspropirgos,114090
15/08/2025,Galatsi,266994
15/08/2025,Menidi,509805
15/08/2025,Kiourka,155576
16/08/2025,Aspropirgos,116780
16/08/2025,Galatsi,264273
16/08/2025,Kiourka,157805
16/08/2025,Menidi,528579
17/08/2025,Aspropirgos,116150
17/08/2025,Galatsi,262511
17/08/2025,Kiourka,158486
17/08/2025,Menidi,541623
18/08/2025,Aspropirgos,118370
18/08/2025,Galatsi,297943
18/08/2025,Kiourka,157779
18/08/2025,Menidi,568644
19/08/2025,Aspropirgos,119750
19/08/2025,Galatsi,285332
19/08/2025,Kiourka,155202
19/08/2025,Menidi,553875
20/08/2025,Aspropirgos,116950
20/08/2025,Galatsi,284998
20/08/2025,Kiourka,155835
20/08/2025,Menidi,561515
21/08/2025,Aspropirgos,113590
21/08/2025,Galatsi,277857
21/08/2025,Kiourka,153697
21/08/2025,Menidi,575532
22/08/2025,Aspropirgos,118300
22/08/2025,Galatsi,302695
22/08/2025,Kiourka,152322
22/08/2025,Menidi,585644
23/08/2025,Aspropirgos,118020
23/08/2025,Galatsi,290295
23/08/2025,Kiourka,154538
23/08/2025,Menidi,581470
24/08/2025,Aspropirgos,117500
24/08/2025,Galatsi,295316
24/08/2025,Kiourka,153297
24/08/2025,Menidi,591343
25/08/2025,Aspropirgos,117760
25/08/2025,Galatsi,306707
25/08/2025,Kiourka,151717
25/08/2025,Menidi,610195
26/08/2025,Aspropirgos,116590
26/08/2025,Galatsi,305676
26/08/2025,Kiourka,157867
26/08/2025,Menidi,605166
27/08/2025,Aspropirgos,114570
27/08/2025,Galatsi,310313
27/08/2025,Kiourka,149852
27/08/2025,Menidi,613780
28/08/2025,Aspropirgos,117910
28/08/2025,Galatsi,310250
28/08/2025,Kiourka,153852
28/08/2025,Menidi,625102
29/08/2025,Aspropirgos,116690
29/08/2025,Galatsi,312627
29/08/2025,Kiourka,161431
29/08/2025,Menidi,620099
30/08/2025,Aspropirgos,115990
30/08/2025,Galatsi,323620
30/08/2025,Kiourka,158069
30/08/2025,Menidi,625558
31/08/2025,Aspropirgos,114760
31/08/2025,Galatsi,322967
31/08/2025,Kiourka,162302
31/08/2025,Menidi,617759
01/09/2025,Aspropirgos,116050
01/09/2025,Galatsi,333074
01/09/2025,Kiourka,159432
01/09/2025,Menidi,629812
02/09/2025,Aspropirgos,113370
02/09/2025,Galatsi,337441
02/09/2025,Kiourka,158020
02/09/2025,Menidi,631733
03/09/2025,Aspropirgos,113130
03/09/2025,Galatsi,337052
03/09/2025,Kiourka,149321
03/09/2025,Menidi,634376
04/09/2025,Aspropirgos,113610
04/09/2025,Kiourka,157960
04/09/2025,Galatsi,337107
04/09/2025,Menidi,633898
05/09/2025,Aspropirgos,114400
05/09/2025,Galatsi,336883
05/09/2025,Kiourka,159844
05/09/2025,Menidi,632631
06/09/2025,Aspropirgos,116060
06/09/2025,Galatsi,334623
06/09/2025,Kiourka,159567
06/09/2025,Menidi,631503
07/09/2025,Aspropirgos,114090
07/09/2025,Galatsi,326368
07/09/2025,Kiourka,153797
07/09/2025,Menidi,621693
08/09/2025,Aspropirgos,115250
08/09/2025,Kiourka,157507
08/09/2025,Menidi,626207
08/09/2025,Galatsi,334414
09/09/2025,Aspropirgos,112770
09/09/2025,Galatsi,324861
09/09/2025,Kiourka,151464
09/09/2025,Menidi,637196
10/09/2025,Aspropirgos,113860
10/09/2025,Galatsi,328367
10/09/2025,Kiourka,154713
10/09/2025,Menidi,645186
11/09/2025,Aspropirgos,112080
11/09/2025,Galatsi,330310
11/09/2025,Kiourka,153829
11/09/2025,Menidi,633271
12/09/2025,Aspropirgos,113010
12/09/2025,Galatsi,329121
12/09/2025,Kiourka,158516
12/09/2025,Menidi,638204
13/09/2025,Menidi,632458
13/09/2025,Kiourka,158962
13/09/2025,Galatsi,326992
13/09/2025,Aspropirgos,114390
14/09/2025,Aspropirgos,112240
14/09/2025,Galatsi,319752
14/09/2025,Kiourka,151858
14/09/2025,Menidi,624813
15/09/2025,Aspropirgos,112080
15/09/2025,Galatsi,325600
15/09/2025,Kiourka,148624
15/09/2025,Menidi,635511
16/09/2025,Aspropirgos,110820
16/09/2025,Galatsi,326976
16/09/2025,Kiourka,154780
16/09/2025,Menidi,644104
17/09/2025,Aspropirgos,109880
17/09/2025,Galatsi,325793
17/09/2025,Kiourka,158870
17/09/2025,Menidi,632326
18/09/2025,Aspropirgos,107230
18/09/2025,Galatsi,320965
18/09/2025,Kiourka,150949
18/09/2025,Menidi,614152
19/09/2025,Aspropirgos,107900
19/09/2025,Galatsi,321854
19/09/2025,Menidi,616731
19/09/2025,Kiourka,152083
20/09/2025,Kiourka,152972
20/09/2025,Menidi,619512
20/09/2025,Galatsi,321525
20/09/2025,Aspropirgos,108280
21/09/2025,Aspropirgos,109120
21/09/2025,Galatsi,318263
21/09/2025,Menidi,625579
21/09/2025,Kiourka,151554
22/09/2025,Kiourka,145481
22/09/2025,Menidi,623816
22/09/2025,Galatsi,322860
22/09/2025,Aspropirgos,108550
23/09/2025,Aspropirgos,106520
23/09/2025,Galatsi,325872
23/09/2025,Kiourka,142813
23/09/2025,Menidi,630630
24/09/2025,Aspropirgos,105360
24/09/2025,Galatsi,322279
24/09/2025,Kiourka,142126
24/09/2025,Menidi,628291
25/09/2025,Aspropirgos,105090
25/09/2025,Galatsi,322991
25/09/2025,Kiourka,141933
25/09/2025,Menidi,622630
26/09/2025,Menidi,619768
26/09/2025,Kiourka,139103
26/09/2025,Galatsi,323931
26/09/2025,Aspropirgos,104190
27/09/2025,Aspropirgos,104150
27/09/2025,Galatsi,316457
27/09/2025,Kiourka,141772
27/09/2025,Menidi,610091
28/09/2025,Menidi,605717
28/09/2025,Kiourka,132876
28/09/2025,Galatsi,297270
28/09/2025,Aspropirgos,99970
29/09/2025,Galatsi,324043
29/09/2025,Aspropirgos,98120
29/09/2025,Kiourka,120130
29/09/2025,Menidi,583502
30/09/2025,Aspropirgos,97690
30/09/2025,Galatsi,310873
30/09/2025,Kiourka,121530
30/09/2025,Menidi,591656
01/10/2025,Aspropirgos,96200
01/10/2025,Kiourka,120389
01/10/2025,Menidi,592259
01/10/2025,Galatsi,314265
02/10/2025,Aspropirgos,94110
02/10/2025,Galatsi,306521
02/10/2025,Kiourka,101625
02/10/2025,Menidi,573474
03/10/2025,Aspropirgos,93490
03/10/2025,Galatsi,311129
03/10/2025,Kiourka,110498
03/10/2025,Menidi,588394
04/10/2025,Aspropirgos,95690
04/10/2025,Galatsi,314029
04/10/2025,Kiourka,110330
04/10/2025,Menidi,587249
05/10/2025,Aspropirgos,95430
05/10/2025,Galatsi,311392
05/10/2025,Kiourka,110729
05/10/2025,Menidi,580729
06/10/2025,Aspropirgos,92550
06/10/2025,Galatsi,307890
06/10/2025,Kiourka,99202
06/10/2025,Menidi,569393
07/10/2025,Aspropirgos,90990
07/10/2025,Galatsi,303655
07/10/2025,Kiourka,100489
07/10/2025,Menidi,568226
08/10/2025,Aspropirgos,91860
08/10/2025,Galatsi,308451
08/10/2025,Kiourka,100191
08/10/2025,Menidi,573518
09/10/2025,Aspropirgos,95350
09/10/2025,Galatsi,308888
09/10/2025,Kiourka,103569
09/10/2025,Menidi,583156
10/10/2025,Aspropirgos,96090
10/10/2025,Galatsi,305889
10/10/2025,Kiourka,110501
10/10/2025,Menidi,577697
11/10/2025,Aspropirgos,95890
11/10/2025,Galatsi,314090
11/10/2025,Kiourka,112442
11/10/2025,Menidi,582709
12/10/2025,Aspropirgos,95750
12/10/2025,Galatsi,308060
12/10/2025,Kiourka,102807
12/10/2025,Menidi,577945
13/10/2025,Aspropirgos,97700
13/10/2025,Galatsi,312029
13/10/2025,Kiourka,107148
13/10/2025,Menidi,582282
14/10/2025,Aspropirgos,95310
14/10/2025,Galatsi,306322
14/10/2025,Kiourka,105047
14/10/2025,Menidi,576707
15/10/2025,Aspropirgos,95250
15/10/2025,Galatsi,309327
15/10/2025,Kiourka,110501
15/10/2025,Menidi,575555
16/10/2025,Aspropirgos,95490
16/10/2025,Galatsi,307598
16/10/2025,Kiourka,109576
16/10/2025,Menidi,565702
17/10/2025,Aspropirgos,96270
17/10/2025,Galatsi,304600
17/10/2025,Menidi,618021
17/10/2025,Kiourka,110718
18/10/2025,Kiourka,114521
18/10/2025,Menidi,521718
18/10/2025,Galatsi,311014
18/10/2025,Aspropirgos,97080
19/10/2025,Aspropirgos,92080
19/10/2025,Galatsi,298840
19/10/2025,Menidi,541878
19/10/2025,Kiourka,116505
20/10/2025,Kiourka,95814
20/10/2025,Menidi,552274
20/10/2025,Galatsi,300497
20/10/2025,Aspropirgos,89600
21/10/2025,Aspropirgos,91330
21/10/2025,Galatsi,304086
21/10/2025,Kiourka,100025
21/10/2025,Menidi,559411
22/10/2025,Aspropirgos,92600
22/10/2025,Galatsi,306576
22/10/2025,Kiourka,103990
22/10/2025,Menidi,558916
23/10/2025,Aspropirgos,91840
23/10/2025,Galatsi,307244
23/10/2025,Kiourka,96866
23/10/2025,Menidi,563879
24/10/2025,Aspropirgos,93750
24/10/2025,Galatsi,304385
24/10/2025,Menidi,561476
24/10/2025,Kiourka,107211
25/10/2025,Kiourka,102604
25/10/2025,Menidi,568380
25/10/2025,Galatsi,307276
25/10/2025,Aspropirgos,95080
26/10/2025,Aspropirgos,99430
26/10/2025,Galatsi,304269
26/10/2025,Menidi,560489
26/10/2025,Kiourka,100952
27/10/2025,Galatsi,295347
27/10/2025,Aspropirgos,94330
27/10/2025,Menidi,547749
27/10/2025,Kiourka,99236
28/10/2025,Kiourka,102462
28/10/2025,Menidi,542616
28/10/2025,Aspropirgos,92170
28/10/2025,Galatsi,297062
29/10/2025,Aspropirgos,93520
29/10/2025,Galatsi,302086
29/10/2025,Kiourka,101035
29/10/2025,Menidi,563041
30/10/2025,Aspropirgos,94570
30/10/2025,Galatsi,304622
30/10/2025,Kiourka,98019
30/10/2025,Menidi,573521
31/10/2025,Aspropirgos,92880
31/10/2025,Galatsi,302318
31/10/2025,Kiourka,99866
31/10/2025,Menidi,548652
01/11/2025,Aspropirgos,93260
01/11/2025,Galatsi,304162
01/11/2025,Kiourka,99601
01/11/2025,Menidi,560409
02/11/2025,Aspropirgos,92300
02/11/2025,Galatsi,299717
02/11/2025,Kiourka,96448
02/11/2025,Menidi,562747
03/11/2025,Aspropirgos,95050
03/11/2025,Galatsi,305449
03/11/2025,Kiourka,95782
03/11/2025,Menidi,569591
04/11/2025,Menidi,559143
04/11/2025,Kiourka,91864
04/11/2025,Galatsi,287574
04/11/2025,Aspropirgos,93890
05/11/2025,Aspropirgos,91640
05/11/2025,Galatsi,313535
05/11/2025,Kiourka,85400
05/11/2025,Menidi,549054
06/11/2025,Aspropirgos,91580
06/11/2025,Galatsi,301192
06/11/2025,Kiourka,86747
06/11/2025,Menidi,553933
07/11/2025,Aspropirgos,93250
07/11/2025,Galatsi,310330
07/11/2025,Menidi,561953
07/11/2025,Kiourka,86512
08/11/2025,Kiourka,86113
08/11/2025,Menidi,550275
08/11/2025,Galatsi,310939
08/11/2025,Aspropirgos,91560
09/11/2025,Aspropirgos,92220
09/11/2025,Galatsi,311836
09/11/2025,Menidi,559350
09/11/2025,Kiourka,91547
10/11/2025,Galatsi,306389
10/11/2025,Aspropirgos,90090
10/11/2025,Menidi,537418
10/11/2025,Kiourka,88715
11/11/2025,Kiourka,90878
11/11/2025,Menidi,561679
11/11/2025,Aspropirgos,90850
11/11/2025,Galatsi,308013
12/11/2025,Aspropirgos,89830
12/11/2025,Galatsi,308865
12/11/2025,Kiourka,88924
12/11/2025,Menidi,557295
13/11/2025,Aspropirgos,90460
13/11/2025,Galatsi,304923
13/11/2025,Kiourka,88476
13/11/2025,Menidi,548415
14/11/2025,Aspropirgos,91370
14/11/2025,Galatsi,301763
14/11/2025,Kiourka,92490
14/11/2025,Menidi,541983
15/11/2025,Menidi,559913
15/11/2025,Kiourka,93839
15/11/2025,Galatsi,304382
15/11/2025,Aspropirgos,93280
16/11/2025,Aspropirgos,90890
16/11/2025,Galatsi,301108
16/11/2025,Kiourka,91861
16/11/2025,Menidi,552773
17/11/2025,Aspropirgos,89980
17/11/2025,Galatsi,291989
17/11/2025,Kiourka,92214
17/11/2025,Menidi,558665
18/11/2025,Aspropirgos,89280
18/11/2025,Galatsi,297497
18/11/2025,Kiourka,86399
18/11/2025,Menidi,542578
19/11/2025,Aspropirgos,90600
19/11/2025,Galatsi,301114
19/11/2025,Kiourka,97352
19/11/2025,Menidi,534579
20/11/2025,Aspropirgos,91890
20/11/2025,Galatsi,301215
20/11/2025,Kiourka,88813
20/11/2025,Menidi,545764
21/11/2025,Aspropirgos,91050
21/11/2025,Galatsi,288045
21/11/2025,Menidi,554512
21/11/2025,Kiourka,87249
22/11/2025,Kiourka,87696
22/11/2025,Menidi,554272
22/11/2025,Galatsi,315316
22/11/2025,Aspropirgos,91620
23/11/2025,Aspropirgos,89900
23/11/2025,Galatsi,301482
23/11/2025,Menidi,553318
23/11/2025,Kiourka,87466
24/11/2025,Aspropirgos,90490
24/11/2025,Galatsi,301259
24/11/2025,Kiourka,86311
24/11/2025,Menidi,551538
25/11/2025,Aspropirgos,90260
25/11/2025,Galatsi,294050
25/11/2025,Kiourka,84792
25/11/2025,Menidi,543261
26/11/2025,Menidi,537968
26/11/2025,Kiourka,86262
26/11/2025,Galatsi,295633
26/11/2025,Aspropirgos,88920
27/11/2025,Aspropirgos,86940
27/11/2025,Galatsi,294504
27/11/2025,Kiourka,79717
27/11/2025,Menidi,535747
28/11/2025,Aspropirgos,86860
28/11/2025,Galatsi,290853
28/11/2025,Menidi,524452
28/11/2025,Kiourka,78221
29/11/2025,Kiourka,88889
29/11/2025,Menidi,563271
29/11/2025,Galatsi,305634
29/11/2025,Aspropirgos,88230
30/11/2025,Aspropirgos,87300
30/11/2025,Galatsi,299059
30/11/2025,Menidi,534697
30/11/2025,Kiourka,81653
01/12/2025,Aspropirgos,88370
01/12/2025,Galatsi,299268
01/12/2025,Kiourka,84219
01/12/2025,Menidi,538783
02/12/2025,Aspropirgos,86300
02/12/2025,Galatsi,296180
02/12/2025,Kiourka,80545
02/12/2025,Menidi,542273
03/12/2025,Aspropirgos,85220
03/12/2025,Menidi,535191
03/12/2025,Galatsi,296106
03/12/2025,Kiourka,79940
04/12/2025,Kiourka,78196
04/12/2025,Galatsi,282309
04/12/2025,Menidi,522394
04/12/2025,Aspropirgos,83350
05/12/2025,Aspropirgos,93210
05/12/2025,Galatsi,303112
05/12/2025,Menidi,500841
05/12/2025,Kiourka,99692
06/12/2025,Kiourka,90589
06/12/2025,Menidi,548364
06/12/2025,Galatsi,305539
06/12/2025,Aspropirgos,93210
07/12/2025,Aspropirgos,88190
07/12/2025,Galatsi,295427
07/12/2025,Menidi,516556
